name,AUC
abu-airport-1,0.9687
abu-airport-2,0.9708
abu-airport-3,0.9672
abu-airport-4,0.9926
abu-beach-1,0.9995
abu-beach-2,0.9644
abu-beach-3,0.999
abu-beach-4,0.9971
abu-urban-1,0.9896
abu-urban-2,0.9287
abu-urban-3,0.9916
abu-urban-4,0.9624
abu-urban-5,0.9711
airport-avg,0.9748249999999999
beach-avg,0.9900000000000001
urban-avg,0.96868
scene-avg,0.9778350000000001
