name,AUC
abu-airport-1,0.9739
abu-airport-2,0.9776
abu-airport-3,0.9678
abu-airport-4,0.9928
abu-beach-1,0.9995
abu-beach-2,0.9566
abu-beach-3,0.999
abu-beach-4,0.9982
abu-urban-1,0.9878
abu-urban-2,0.9121
abu-urban-3,0.9909
abu-urban-4,0.9583
abu-urban-5,0.9671
airport-avg,0.9780249999999999
beach-avg,0.9883250000000001
urban-avg,0.9632400000000001
scene-avg,0.97653
