name,AUC
abu-airport-1,0.7533
abu-airport-2,0.7539
abu-airport-3,0.9385
abu-airport-4,0.977
abu-beach-1,0.9732
abu-beach-2,0.9331
abu-beach-3,0.9954
abu-beach-4,0.9639
abu-urban-1,0.9894
abu-urban-2,0.9826
abu-urban-3,0.9976
abu-urban-4,0.987
abu-urban-5,0.9875
airport-avg,0.855675
beach-avg,0.9663999999999999
urban-avg,0.9888199999999999
scene-avg,0.9369649999999999
