name,AUC
abu-airport-1,0.8592
abu-airport-2,0.8423
abu-airport-3,0.9581
abu-airport-4,0.9805
abu-beach-1,0.9996
abu-beach-2,0.9673
abu-beach-3,0.9998
abu-beach-4,0.9898
abu-urban-1,0.9956
abu-urban-2,0.9787
abu-urban-3,0.9981
abu-urban-4,0.9871
abu-urban-5,0.9916
airport-avg,0.9100250000000001
beach-avg,0.989125
urban-avg,0.9902200000000001
scene-avg,0.9631233333333334
