name,AUC
abu-airport-1,0.8325
abu-airport-2,0.8643
abu-airport-3,0.9804
abu-airport-4,0.9963
abu-beach-1,0.9989
abu-beach-2,0.9735
abu-beach-3,0.9998
abu-beach-4,0.9956
abu-urban-1,0.9967
abu-urban-2,0.9689
abu-urban-3,0.998
abu-urban-4,0.9866
abu-urban-5,0.9892
airport-avg,0.9183749999999999
beach-avg,0.99195
urban-avg,0.98788
scene-avg,0.9660683333333333
