name,AUC
abu-airport-1,0.8401
abu-airport-2,0.863
abu-airport-3,0.9788
abu-airport-4,0.9958
abu-beach-1,0.9993
abu-beach-2,0.9637
abu-beach-3,0.9998
abu-beach-4,0.9952
abu-urban-1,0.997
abu-urban-2,0.9708
abu-urban-3,0.998
abu-urban-4,0.9866
abu-urban-5,0.9893
airport-avg,0.919425
beach-avg,0.9895
urban-avg,0.98834
scene-avg,0.965755
