name,AUC
abu-airport-1,0.9638
abu-airport-2,0.9724
abu-airport-3,0.9416
abu-airport-4,0.9877
abu-beach-1,0.9989
abu-beach-2,0.9253
abu-beach-3,0.9966
abu-beach-4,0.9959
abu-urban-1,0.9717
abu-urban-2,0.8494
abu-urban-3,0.9807
abu-urban-4,0.9196
abu-urban-5,0.9343
airport-avg,0.966375
beach-avg,0.9791749999999999
urban-avg,0.9311400000000001
scene-avg,0.9588966666666666
