name,AUC
abu-airport-1,0.9744
abu-airport-2,0.9748
abu-airport-3,0.9688
abu-airport-4,0.993
abu-beach-1,0.9995
abu-beach-2,0.9597
abu-beach-3,0.999
abu-beach-4,0.9982
abu-urban-1,0.9889
abu-urban-2,0.9191
abu-urban-3,0.991
abu-urban-4,0.9595
abu-urban-5,0.9694
airport-avg,0.97775
beach-avg,0.9891000000000001
urban-avg,0.9655800000000001
scene-avg,0.9774766666666667
