name,AUC
abu-airport-1,0.8577
abu-airport-2,0.8352
abu-airport-3,0.9585
abu-airport-4,0.9793
abu-beach-1,0.9995
abu-beach-2,0.9781
abu-beach-3,0.9997
abu-beach-4,0.9899
abu-urban-1,0.9949
abu-urban-2,0.9773
abu-urban-3,0.9981
abu-urban-4,0.9874
abu-urban-5,0.9919
airport-avg,0.907675
beach-avg,0.9918
urban-avg,0.98992
scene-avg,0.9631316666666666
