name,AUC
abu-airport-1,0.9746
abu-airport-2,0.976
abu-airport-3,0.9686
abu-airport-4,0.9935
abu-beach-1,0.9994
abu-beach-2,0.9651
abu-beach-3,0.999
abu-beach-4,0.9979
abu-urban-1,0.9886
abu-urban-2,0.9137
abu-urban-3,0.9909
abu-urban-4,0.9588
abu-urban-5,0.9693
airport-avg,0.978175
beach-avg,0.99035
urban-avg,0.96426
scene-avg,0.977595
