name,AUC
abu-airport-1,0.9672
abu-airport-2,0.9722
abu-airport-3,0.9488
abu-airport-4,0.9879
abu-beach-1,0.9989
abu-beach-2,0.9279
abu-beach-3,0.9966
abu-beach-4,0.9963
abu-urban-1,0.9759
abu-urban-2,0.8728
abu-urban-3,0.9815
abu-urban-4,0.9263
abu-urban-5,0.9401
airport-avg,0.969025
beach-avg,0.9799249999999999
urban-avg,0.93932
scene-avg,0.9627566666666666
